work_year,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,experience_level_encoded,experience_level_EN,experience_level_EX,experience_level_MI,experience_level_SE,company_size_L,company_size_M,company_size_S,experience_level,company_size,clusters,cluster
2024,FT,Business Intelligence Analyst,157400,US,100,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Business Intelligence Analyst,98600,US,100,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Data Analyst,82402,US,0,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,Data Analyst,48508,US,0,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,Data Scientist,223100,US,0,US,2,0,0,0,1,0,1,0,SE,M,2,Medium Salary
2024,FT,Data Scientist,126400,US,0,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Data Architect,173100,US,100,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Architect,108200,US,100,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Data Scientist,162000,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Applied Scientist,309400,US,0,US,2,0,0,0,1,1,0,0,SE,L,2,Medium Salary
2024,FT,Applied Scientist,159100,US,0,US,2,0,0,0,1,1,0,0,SE,L,0,Low Salary
2024,FT,Research Scientist,210000,US,100,US,0,1,0,0,0,0,1,0,EN,M,0,Low Salary
2024,FT,Research Scientist,180000,US,100,US,0,1,0,0,0,0,1,0,EN,M,0,Low Salary
2024,FT,Data Management Analyst,75000,US,0,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,Data Management Analyst,50000,US,0,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,Data Analyst,75000,US,100,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,Data Analyst,47500,US,100,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,Business Intelligence,150000,US,100,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Business Intelligence,90200,US,100,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Data Scientist,279500,US,100,US,1,0,0,1,0,0,1,0,MI,M,2,Medium Salary
2024,FT,Data Scientist,216200,US,100,US,1,0,0,1,0,0,1,0,MI,M,0,Low Salary
2024,FT,Machine Learning Engineer,185000,US,100,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Machine Learning Engineer,270000,US,100,US,2,0,0,0,1,0,1,0,SE,M,2,Medium Salary
2024,FT,Machine Learning Engineer,229500,US,100,US,2,0,0,0,1,0,1,0,SE,M,2,Medium Salary
2024,FT,Research Scientist,205500,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Research Scientist,132500,US,0,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Data Analyst,144538,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Analyst,96358,US,0,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Research Engineer,306000,US,0,US,2,0,0,0,1,0,1,0,SE,M,2,Medium Salary
2024,FT,Research Engineer,180000,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Applied Scientist,315000,US,100,US,2,0,0,0,1,0,1,0,SE,M,2,Medium Salary
2024,FT,Applied Scientist,285000,US,100,US,2,0,0,0,1,0,1,0,SE,M,2,Medium Salary
2024,FT,Data Scientist,264846,US,0,US,2,0,0,0,1,0,1,0,SE,M,2,Medium Salary
2024,FT,Data Scientist,143060,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Business Intelligence Developer,75000,US,0,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Business Intelligence Developer,65000,US,0,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Business Intelligence Manager,187000,US,100,US,1,0,0,1,0,0,1,0,MI,M,0,Low Salary
2024,FT,Business Intelligence Manager,117000,US,100,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Data Scientist,158100,US,0,US,1,0,0,1,0,0,1,0,MI,M,0,Low Salary
2024,FT,Data Scientist,138500,US,0,US,1,0,0,1,0,0,1,0,MI,M,0,Low Salary
2024,FT,Data Manager,134000,US,100,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Data Manager,120000,US,100,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Data Analyst,198000,US,0,US,0,1,0,0,0,0,1,0,EN,M,0,Low Salary
2024,FT,Data Analyst,144000,US,0,US,0,1,0,0,0,0,1,0,EN,M,0,Low Salary
2024,FT,Research Analyst,83300,US,0,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,Research Analyst,47500,US,0,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,Data Analyst,118000,US,0,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Data Scientist,162819,US,100,US,1,0,0,1,0,0,1,0,MI,M,0,Low Salary
2024,FT,Data Scientist,95776,US,100,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Research Engineer,220000,US,0,US,1,0,0,1,0,0,1,0,MI,M,0,Low Salary
2024,FT,Research Engineer,96600,US,0,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Data Operations Specialist,132500,US,0,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Data Operations Specialist,88000,US,0,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Data Analyst,93100,US,0,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,Data Analyst,60000,US,0,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,Bear Robotics,215000,US,0,US,1,0,0,1,0,0,1,0,MI,M,0,Low Salary
2024,FT,Bear Robotics,120000,US,0,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Data Scientist,177250,US,0,US,1,0,0,1,0,0,1,0,MI,M,0,Low Salary
2024,FT,Data Scientist,94000,US,0,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Data Engineer,55000,US,100,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Business Intelligence Analyst,95000,US,0,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,Business Intelligence Analyst,85000,US,0,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,Data Analyst,67095,US,0,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,Data Analyst,51120,US,0,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,Business Intelligence Analyst,234000,US,0,US,0,1,0,0,0,0,1,0,EN,M,2,Medium Salary
2024,FT,Business Intelligence Analyst,146000,US,0,US,0,1,0,0,0,0,1,0,EN,M,0,Low Salary
2024,FT,Data Analyst,150700,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Analyst,87400,US,0,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Data Analyst,80000,US,0,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,Business Intelligence,117000,US,0,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Business Intelligence,99600,US,0,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Data Engineer,180000,US,100,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Scientist,221000,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Scientist,138000,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Research Engineer,268000,US,100,US,2,0,0,0,1,0,1,0,SE,M,2,Medium Salary
2024,FT,Research Engineer,202000,US,100,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Engineer,213580,US,100,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Engineer,173000,US,100,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Analyst,200000,US,100,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Analyst,168000,US,100,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Analyst,124650,US,0,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,Data Analyst,88200,US,0,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,Data Analyst,150000,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Engineer,173300,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Engineer,98800,US,0,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Business Intelligence,150000,US,0,US,1,0,0,1,0,0,1,0,MI,M,0,Low Salary
2024,FT,Business Intelligence,113000,US,0,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Data Analyst,204650,US,100,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Analyst,123990,US,100,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Data Scientist,131000,US,0,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Data Scientist,128000,US,0,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Business Intelligence Developer,156000,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Business Intelligence Developer,105267,US,0,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Data Analyst,106000,US,0,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,Data Analyst,75000,US,0,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Research Engineer,138000,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Research Engineer,86000,US,0,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Data Scientist,194000,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Analytics Lead,239880,US,0,US,2,0,0,0,1,0,1,0,SE,M,2,Medium Salary
2024,FT,Data Analytics Lead,146010,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,BI Developer,101098,US,100,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,BI Developer,59469,US,100,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Data Analyst,125000,US,0,US,3,0,1,0,0,0,1,0,EX,M,1,High Salary
2024,FT,Data Analyst,100000,US,0,US,3,0,1,0,0,0,1,0,EX,M,1,High Salary
2024,FT,Data Scientist,140000,US,0,US,0,1,0,0,0,0,1,0,EN,M,0,Low Salary
2024,FT,Data Scientist,70000,US,0,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,Machine Learning Engineer,210100,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Scientist,149600,US,0,US,1,0,0,1,0,0,1,0,MI,M,0,Low Salary
2024,FT,Data Scientist,90200,US,0,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Analytics Engineer,243600,US,100,US,2,0,0,0,1,0,1,0,SE,M,2,Medium Salary
2024,FT,Analytics Engineer,139200,US,100,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Analyst,83552,US,100,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Data Analyst,49148,US,100,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Data Manager,176000,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Manager,106000,US,0,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Data Engineer,223000,US,0,US,2,0,0,0,1,0,1,0,SE,M,2,Medium Salary
2024,FT,Data Engineer,116000,US,0,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Data Engineer,97800,US,0,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Data Scientist,174300,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Engineer,175000,US,100,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Engineer,161201,US,100,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Engineer,202000,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Machine Learning Engineer,195000,US,100,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Engineer,223800,US,0,US,2,0,0,0,1,0,1,0,SE,M,2,Medium Salary
2024,FT,Data Engineer,172100,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Scientist,200000,US,100,US,3,0,1,0,0,0,1,0,EX,M,0,Low Salary
2024,FT,Data Scientist,150000,US,100,US,3,0,1,0,0,0,1,0,EX,M,0,Low Salary
2024,FT,Machine Learning Engineer,212800,US,100,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Machine Learning Engineer,177300,US,100,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Scientist,238000,US,0,US,2,0,0,0,1,0,1,0,SE,M,2,Medium Salary
2024,FT,Data Scientist,158000,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Lead,200400,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Lead,190500,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Scientist,115000,US,100,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Data Scientist,85000,US,100,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,AI Engineer,212000,US,0,US,1,0,0,1,0,0,1,0,MI,M,0,Low Salary
2024,FT,AI Engineer,93300,US,0,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Business Intelligence,182800,US,100,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Business Intelligence,136100,US,100,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Data Scientist,227900,US,0,US,2,0,0,0,1,0,1,0,SE,M,2,Medium Salary
2024,FT,Data Scientist,126600,US,0,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Data Analyst,92700,US,0,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,Data Analyst,64900,US,0,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,Data Analyst,179000,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Analyst,112000,US,0,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Data Analyst,136000,US,0,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,Data Analyst,82000,US,0,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,Data Scientist,221550,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Scientist,143850,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Analyst,92000,US,0,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Data Analyst,82000,US,0,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Research Analyst,143000,US,0,US,0,1,0,0,0,0,1,0,EN,M,0,Low Salary
2024,FT,Research Analyst,70400,US,0,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,Data Scientist,260940,US,100,US,2,0,0,0,1,0,1,0,SE,M,2,Medium Salary
2024,FT,Data Scientist,158130,US,100,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Research Scientist,299375,US,0,US,2,0,0,0,1,0,1,0,SE,M,2,Medium Salary
2024,FT,Research Scientist,143625,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Machine Learning Engineer,309000,US,0,US,2,0,0,0,1,0,1,0,SE,M,2,Medium Salary
2024,FT,Machine Learning Engineer,142000,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Engineer,105000,US,100,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Data Engineer,75000,US,100,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Data Infrastructure Engineer,190000,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Infrastructure Engineer,170000,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Machine Learning Engineer,247500,US,0,US,1,0,0,1,0,0,1,0,MI,M,2,Medium Salary
2024,FT,Machine Learning Engineer,172200,US,0,US,1,0,0,1,0,0,1,0,MI,M,0,Low Salary
2024,FT,Data Engineer,214300,US,0,US,1,0,0,1,0,0,1,0,MI,M,0,Low Salary
2024,FT,Data Engineer,108500,US,0,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Machine Learning Engineer,130000,US,100,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Data Engineer,115000,US,100,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Data Engineer,95000,US,100,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Data Operations Associate,120000,US,0,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Data Operations Associate,100000,US,0,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Business Intelligence,151250,US,0,US,1,0,0,1,0,0,1,0,MI,M,0,Low Salary
2024,FT,Business Intelligence,137500,US,0,US,1,0,0,1,0,0,1,0,MI,M,0,Low Salary
2024,FT,Data Analyst,119900,US,0,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Data Analyst,109000,US,0,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Data Scientist,200000,US,100,US,1,0,0,1,0,0,1,0,MI,M,0,Low Salary
2024,FT,Data Scientist,160000,US,100,US,1,0,0,1,0,0,1,0,MI,M,0,Low Salary
2024,FT,Data Analyst,135000,US,0,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2022,FT,AI Architect,180000,HR,100,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Analyst,89500,US,100,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Data Analyst,65000,US,100,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Data Scientist,179000,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Manager,96600,US,0,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Data Manager,55200,US,0,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Data Engineer,235700,US,0,US,2,0,0,0,1,0,1,0,SE,M,2,Medium Salary
2024,FT,Data Engineer,124400,US,0,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Business Intelligence,135193,US,0,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Business Intelligence,90129,US,0,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Machine Learning Scientist,165000,US,0,US,1,0,0,1,0,0,1,0,MI,M,0,Low Salary
2024,FT,Machine Learning Scientist,103000,US,0,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Data Scientist,212000,US,0,US,1,0,0,1,0,0,1,0,MI,M,0,Low Salary
2024,FT,Data Scientist,93300,US,0,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Data Scientist,50000,US,0,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,Data Scientist,149925,US,0,US,1,0,0,1,0,0,1,0,MI,M,0,Low Salary
2024,FT,Data Scientist,91260,US,0,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Data Scientist,212000,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Scientist,93300,US,0,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Data Architect,271500,US,0,US,2,0,0,0,1,0,1,0,SE,M,2,Medium Salary
2024,FT,Data Architect,136800,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Machine Learning Engineer,238500,US,0,US,3,0,1,0,0,0,1,0,EX,M,2,Medium Salary
2024,FT,Machine Learning Engineer,183400,US,0,US,3,0,1,0,0,0,1,0,EX,M,0,Low Salary
2024,FT,Data Engineer,193200,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Engineer,154560,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Machine Learning Engineer,277200,US,0,US,2,0,0,0,1,0,1,0,SE,M,2,Medium Salary
2024,FT,Data Scientist,220800,US,100,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Scientist,124800,US,100,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Data Manager,208800,US,100,US,1,0,0,1,0,0,1,0,MI,M,0,Low Salary
2024,FT,Data Manager,177500,US,100,US,1,0,0,1,0,0,1,0,MI,M,0,Low Salary
2024,FT,Data Scientist,205000,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Scientist,157500,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Analyst,135000,US,100,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Data Engineer,140000,US,0,US,3,0,1,0,0,0,1,0,EX,M,0,Low Salary
2024,FT,Data Engineer,120000,US,0,US,3,0,1,0,0,0,1,0,EX,M,1,High Salary
2024,FT,Data Product Manager,135000,US,0,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Data Product Manager,115000,US,0,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Data Scientist,209000,US,100,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Scientist,145350,US,100,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Research Engineer,133000,US,0,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Data Scientist,196400,US,0,US,1,0,0,1,0,0,1,0,MI,M,0,Low Salary
2024,FT,Data Scientist,174117,US,0,US,1,0,0,1,0,0,1,0,MI,M,0,Low Salary
2024,FT,Data Analyst,110000,US,0,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,Machine Learning Engineer,408500,US,0,US,3,0,1,0,0,0,1,0,EX,M,2,Medium Salary
2024,FT,Machine Learning Engineer,233500,US,0,US,3,0,1,0,0,0,1,0,EX,M,2,Medium Salary
2024,FT,Business Intelligence Analyst,192300,US,0,US,0,1,0,0,0,0,1,0,EN,M,0,Low Salary
2024,FT,Business Intelligence Analyst,120200,US,0,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,Data Engineer,238000,US,0,US,2,0,0,0,1,0,1,0,SE,M,2,Medium Salary
2024,FT,Data Engineer,158000,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Machine Learning Engineer,254000,US,0,US,2,0,0,0,1,0,1,0,SE,M,2,Medium Salary
2024,FT,Research Scientist,253000,US,0,US,0,1,0,0,0,0,1,0,EN,M,2,Medium Salary
2024,FT,Research Scientist,160000,US,0,US,0,1,0,0,0,0,1,0,EN,M,0,Low Salary
2024,FT,Machine Learning Engineer,108806,US,0,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,Machine Learning Engineer,82909,US,0,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,MLOps Engineer,200000,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,MLOps Engineer,160000,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Scientist,245000,US,0,US,2,0,0,0,1,0,1,0,SE,M,2,Medium Salary
2024,FT,Machine Learning Engineer,204000,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Research Engineer,203000,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Research Engineer,112000,US,0,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Data Scientist,139000,US,0,US,1,0,0,1,0,0,1,0,MI,M,0,Low Salary
2024,FT,Data Scientist,237500,US,0,US,2,0,0,0,1,0,1,0,SE,M,2,Medium Salary
2024,FT,Data Engineer,244000,US,0,US,2,0,0,0,1,0,1,0,SE,M,2,Medium Salary
2024,FT,Data Quality Manager,162000,US,100,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Quality Manager,117000,US,100,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Data Scientist,285200,US,100,US,2,0,0,0,1,0,1,0,SE,M,2,Medium Salary
2024,FT,Data Scientist,168600,US,100,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Machine Learning Engineer,221000,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Engineer,221000,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Engineer,222200,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Engineer,150900,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Scientist,202800,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Scientist,115000,US,0,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Data Scientist,155000,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Scientist,139500,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Data Analyst,71250,US,100,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,Data Analyst,57000,US,100,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,Machine Learning Engineer,159550,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Machine Learning Engineer,113000,US,0,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Data Scientist,225000,US,0,US,2,0,0,0,1,0,1,0,SE,M,2,Medium Salary
2024,FT,Business Intelligence,115254,US,100,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Business Intelligence,85393,US,100,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
2024,FT,Business Intelligence Analyst,95166,US,0,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,Business Intelligence Analyst,63444,US,0,US,0,1,0,0,0,0,1,0,EN,M,1,High Salary
2024,FT,Machine Learning Engineer,250900,US,0,US,1,0,0,1,0,0,1,0,MI,M,2,Medium Salary
2024,FT,Machine Learning Engineer,135200,US,0,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Prompt Engineer,217508,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Prompt Engineer,177961,US,0,US,2,0,0,0,1,0,1,0,SE,M,0,Low Salary
2024,FT,Machine Learning Engineer,110000,US,0,US,1,0,0,1,0,0,1,0,MI,M,1,High Salary
2024,FT,Data Scientist,100200,US,0,US,2,0,0,0,1,0,1,0,SE,M,1,High Salary
